jahr;monat;tourismusregion;tourismusjahr;tourismushalbjahr;unterkunft_6;ankuenfte;uebernachtungen
2021;10;Kärnten-Mitte;2020/21;SHJ;Gew. Betr. 2/1*;165;344
2021;10;Kärnten-Mitte;2020/21;SHJ;Gew. Betr. 3*;1423;3846
2021;10;Kärnten-Mitte;2020/21;SHJ;Gew. Betr. 5*/4*/4* S;4059;9601
2021;10;Kärnten-Mitte;2020/21;SHJ;Gew. FEWO;331;1032
2021;10;Kärnten-Mitte;2020/21;SHJ;Priv. FEWO;536;2867
2021;10;Kärnten-Mitte;2020/21;SHJ;Privatquartiere;243;919
2021;10;Kärnten-Mitte;2020/21;SHJ;Sonstige inkl. Camping;901;18178
2021;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;SHJ;Gew. Betr. 2/1*;211;610
2021;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;SHJ;Gew. Betr. 3*;1874;7197
2021;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;SHJ;Gew. Betr. 5*/4*/4* S;9766;33624
2021;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;SHJ;Gew. FEWO;693;3087
2021;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;SHJ;Priv. FEWO;847;5869
2021;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;SHJ;Privatquartiere;228;1090
2021;10;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;SHJ;Sonstige inkl. Camping;1769;8133
2021;10;Region Klagenfurt;2020/21;SHJ;Gew. Betr. 2/1*;566;1350
2021;10;Region Klagenfurt;2020/21;SHJ;Gew. Betr. 3*;4689;8733
2021;10;Region Klagenfurt;2020/21;SHJ;Gew. Betr. 5*/4*/4* S;8404;14090
2021;10;Region Klagenfurt;2020/21;SHJ;Gew. FEWO;334;1205
2021;10;Region Klagenfurt;2020/21;SHJ;Priv. FEWO;211;1391
2021;10;Region Klagenfurt;2020/21;SHJ;Privatquartiere;364;1449
2021;10;Region Klagenfurt;2020/21;SHJ;Sonstige inkl. Camping;1064;2673
2021;10;Region Villach;2020/21;SHJ;Gew. Betr. 2/1*;2133;3685
2021;10;Region Villach;2020/21;SHJ;Gew. Betr. 3*;6710;15133
2021;10;Region Villach;2020/21;SHJ;Gew. Betr. 5*/4*/4* S;15284;48599
2021;10;Region Villach;2020/21;SHJ;Gew. FEWO;2024;7927
2021;10;Region Villach;2020/21;SHJ;Priv. FEWO;993;6234
2021;10;Region Villach;2020/21;SHJ;Privatquartiere;691;2445
2021;10;Region Villach;2020/21;SHJ;Sonstige inkl. Camping;3334;23278
2021;10;Wörthersee/Rosental;2020/21;SHJ;Gew. Betr. 2/1*;1702;3408
2021;10;Wörthersee/Rosental;2020/21;SHJ;Gew. Betr. 3*;3301;8967
2021;10;Wörthersee/Rosental;2020/21;SHJ;Gew. Betr. 5*/4*/4* S;11352;31890
2021;10;Wörthersee/Rosental;2020/21;SHJ;Gew. FEWO;323;2033
2021;10;Wörthersee/Rosental;2020/21;SHJ;Priv. FEWO;573;4182
2021;10;Wörthersee/Rosental;2020/21;SHJ;Privatquartiere;301;889
2021;10;Wörthersee/Rosental;2020/21;SHJ;Sonstige inkl. Camping;1319;4187
2021;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Gew. Betr. 2/1*;138;713
2021;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Gew. Betr. 3*;1420;3161
2021;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;4111;12539
2021;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Gew. FEWO;210;1221
2021;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Priv. FEWO;307;2323
2021;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Privatquartiere;145;617
2021;11;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Sonstige inkl. Camping;97;456
2021;11;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Gew. Betr. 2/1*;194;874
2021;11;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Gew. Betr. 3*;1532;4529
2021;11;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;319;1248
2021;11;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Gew. FEWO;728;2801
2021;11;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Priv. FEWO;756;3573
2021;11;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Privatquartiere;169;872
2021;11;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Sonstige inkl. Camping;286;1155
2021;11;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Gew. Betr. 2/1*;40;268
2021;11;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Gew. Betr. 3*;156;441
2021;11;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;753;4080
2021;11;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Gew. FEWO;26;76
2021;11;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Priv. FEWO;42;220
2021;11;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Privatquartiere;37;129
2021;11;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Sonstige inkl. Camping;14;88
2021;11;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Gew. Betr. 2/1*;444;1761
2021;11;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Gew. Betr. 3*;1659;3986
2021;11;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;1166;8257
2021;11;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Gew. FEWO;219;1561
2021;11;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Priv. FEWO;187;2160
2021;11;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Privatquartiere;143;1683
2021;11;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Sonstige inkl. Camping;403;4773
2021;11;Kärnten-Mitte;2021/22;WHJ;Gew. Betr. 2/1*;146;367
2021;11;Kärnten-Mitte;2021/22;WHJ;Gew. Betr. 3*;707;2039
2021;11;Kärnten-Mitte;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;1302;3933
2021;11;Kärnten-Mitte;2021/22;WHJ;Gew. FEWO;191;782
2021;11;Kärnten-Mitte;2021/22;WHJ;Priv. FEWO;165;1213
2021;11;Kärnten-Mitte;2021/22;WHJ;Privatquartiere;124;585
2021;11;Kärnten-Mitte;2021/22;WHJ;Sonstige inkl. Camping;853;17381
2021;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Gew. Betr. 2/1*;81;130
2021;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Gew. Betr. 3*;121;769
2021;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;2160;7680
2021;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Gew. FEWO;102;608
2021;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Priv. FEWO;124;1280
2021;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Privatquartiere;41;381
2021;11;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Sonstige inkl. Camping;122;1914
2021;11;Region Klagenfurt;2021/22;WHJ;Gew. Betr. 2/1*;364;940
2021;11;Region Klagenfurt;2021/22;WHJ;Gew. Betr. 3*;2830;5135
2021;11;Region Klagenfurt;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;4424;7606
2021;11;Region Klagenfurt;2021/22;WHJ;Gew. FEWO;182;668
2021;11;Region Klagenfurt;2021/22;WHJ;Priv. FEWO;95;782
2021;11;Region Klagenfurt;2021/22;WHJ;Privatquartiere;126;705
2021;11;Region Klagenfurt;2021/22;WHJ;Sonstige inkl. Camping;451;1698
2021;11;Region Villach;2021/22;WHJ;Gew. Betr. 2/1*;1007;2367
2021;11;Region Villach;2021/22;WHJ;Gew. Betr. 3*;2552;6848
2021;11;Region Villach;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;6117;24557
2021;11;Region Villach;2021/22;WHJ;Gew. FEWO;264;1402
2021;11;Region Villach;2021/22;WHJ;Priv. FEWO;213;2364
2021;11;Region Villach;2021/22;WHJ;Privatquartiere;169;884
2021;11;Region Villach;2021/22;WHJ;Sonstige inkl. Camping;837;11312
2021;11;Wörthersee/Rosental;2021/22;WHJ;Gew. Betr. 2/1*;476;1124
2021;11;Wörthersee/Rosental;2021/22;WHJ;Gew. Betr. 3*;1081;2815
2021;11;Wörthersee/Rosental;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;2914;7584
2021;11;Wörthersee/Rosental;2021/22;WHJ;Gew. FEWO;48;934
2021;11;Wörthersee/Rosental;2021/22;WHJ;Priv. FEWO;225;2461
2021;11;Wörthersee/Rosental;2021/22;WHJ;Privatquartiere;62;317
2021;11;Wörthersee/Rosental;2021/22;WHJ;Sonstige inkl. Camping;192;2199
2021;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Gew. Betr. 2/1*;497;2263
2021;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Gew. Betr. 3*;3328;11759
2021;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;7161;28751
2021;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Gew. FEWO;2336;11091
2021;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Priv. FEWO;2682;13055
2021;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Privatquartiere;277;1451
2021;12;Bad Kleinkirchheim/Millstätter See/Nockberge;2021/22;WHJ;Sonstige inkl. Camping;456;1600
2021;12;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Gew. Betr. 2/1*;268;1154
2021;12;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Gew. Betr. 3*;2147;8700
2021;12;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;789;3174
2021;12;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Gew. FEWO;1017;4528
2021;12;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Priv. FEWO;1713;8922
2021;12;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Privatquartiere;266;1259
2021;12;Hohe Tauern – die Nationalpark Region in Kärnten;2021/22;WHJ;Sonstige inkl. Camping;549;2472
2021;12;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Gew. Betr. 2/1*;201;847
2021;12;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Gew. Betr. 3*;866;3417
2021;12;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;3282;13670
2021;12;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Gew. FEWO;903;5268
2021;12;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Priv. FEWO;376;1937
2021;12;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Privatquartiere;58;215
2021;12;Katschberg/Lieser- und Maltatal;2021/22;WHJ;Sonstige inkl. Camping;98;361
2021;12;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Gew. Betr. 2/1*;262;1104
2021;12;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Gew. Betr. 3*;1165;3016
2021;12;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;868;6188
2021;12;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Gew. FEWO;441;2492
2021;12;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Priv. FEWO;492;3373
2021;12;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Privatquartiere;162;1162
2021;12;Klopeiner See – Südkärnten/Lavanttal;2021/22;WHJ;Sonstige inkl. Camping;300;3799
2021;12;Kärnten-Mitte;2021/22;WHJ;Gew. Betr. 2/1*;154;473
2021;12;Kärnten-Mitte;2021/22;WHJ;Gew. Betr. 3*;360;1208
2021;12;Kärnten-Mitte;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;517;2428
2021;12;Kärnten-Mitte;2021/22;WHJ;Gew. FEWO;180;931
2021;12;Kärnten-Mitte;2021/22;WHJ;Priv. FEWO;322;1803
2021;12;Kärnten-Mitte;2021/22;WHJ;Privatquartiere;84;706
2021;12;Kärnten-Mitte;2021/22;WHJ;Sonstige inkl. Camping;775;15067
2021;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Gew. Betr. 2/1*;411;1513
2021;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Gew. Betr. 3*;3690;13945
2021;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;5439;22504
2021;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Gew. FEWO;3733;17578
2021;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Priv. FEWO;3207;15195
2021;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Privatquartiere;405;1484
2021;12;Nassfeld – Pressegger See/Lesachtal/Weissensee;2021/22;WHJ;Sonstige inkl. Camping;1109;5176
2021;12;Region Klagenfurt;2021/22;WHJ;Gew. Betr. 2/1*;139;582
2021;12;Region Klagenfurt;2021/22;WHJ;Gew. Betr. 3*;1245;2241
2021;12;Region Klagenfurt;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;2660;4593
2021;12;Region Klagenfurt;2021/22;WHJ;Gew. FEWO;134;585
2021;12;Region Klagenfurt;2021/22;WHJ;Priv. FEWO;51;673
2021;12;Region Klagenfurt;2021/22;WHJ;Privatquartiere;87;500
2021;12;Region Klagenfurt;2021/22;WHJ;Sonstige inkl. Camping;142;1198
2021;12;Region Villach;2021/22;WHJ;Gew. Betr. 2/1*;772;1955
2021;12;Region Villach;2021/22;WHJ;Gew. Betr. 3*;2093;7423
2021;12;Region Villach;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;5599;22535
2021;12;Region Villach;2021/22;WHJ;Gew. FEWO;1082;4934
2021;12;Region Villach;2021/22;WHJ;Priv. FEWO;838;4375
2021;12;Region Villach;2021/22;WHJ;Privatquartiere;144;562
2021;12;Region Villach;2021/22;WHJ;Sonstige inkl. Camping;575;9185
2021;12;Wörthersee/Rosental;2021/22;WHJ;Gew. Betr. 2/1*;378;1001
2021;12;Wörthersee/Rosental;2021/22;WHJ;Gew. Betr. 3*;806;1977
2021;12;Wörthersee/Rosental;2021/22;WHJ;Gew. Betr. 5*/4*/4* S;1853;4682
2021;12;Wörthersee/Rosental;2021/22;WHJ;Gew. FEWO;94;950
2021;12;Wörthersee/Rosental;2021/22;WHJ;Priv. FEWO;388;1854
2021;12;Wörthersee/Rosental;2021/22;WHJ;Privatquartiere;35;194
2021;12;Wörthersee/Rosental;2021/22;WHJ;Sonstige inkl. Camping;367;2177
2021;2 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Gew. Betr. 2/1*;23;437
2021;2 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Gew. Betr. 3*;345;859
2021;2 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;118;251
2021;2 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Gew. FEWO;43;198
2021;2 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Priv. FEWO;86;934
2021;2 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Privatquartiere;66;360
2021;2 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Sonstige inkl. Camping;12;85
2021;2 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Gew. Betr. 2/1*;26;474
2021;2 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Gew. Betr. 3*;395;1432
2021;2 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Gew. FEWO;39;240
2021;2 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Priv. FEWO;12;192
2021;2 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Privatquartiere;19;103
2021;2 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Sonstige inkl. Camping;30;276
2021;2 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Gew. Betr. 2/1*;32;180
2021;2 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Gew. Betr. 3*;94;319
2021;2 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Gew. FEWO;2;21
2021;2 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Priv. FEWO;11;157
2021;2 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Privatquartiere;11;50
2021;2 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Gew. Betr. 2/1*;299;2480
2021;2 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Gew. Betr. 3*;628;2357
2021;2 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;632;6247
2021;2 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Gew. FEWO;8;84
2021;2 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Priv. FEWO;37;1141
2021;2 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Privatquartiere;55;1535
2021;2 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Sonstige inkl. Camping;135;2999
2021;2 ;Kärnten-Mitte;2020/21;WHJ;Gew. Betr. 2/1*;28;90
2021;2 ;Kärnten-Mitte;2020/21;WHJ;Gew. Betr. 3*;126;676
2021;2 ;Kärnten-Mitte;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;169;1263
2021;2 ;Kärnten-Mitte;2020/21;WHJ;Gew. FEWO;42;231
2021;2 ;Kärnten-Mitte;2020/21;WHJ;Priv. FEWO;110;1072
2021;2 ;Kärnten-Mitte;2020/21;WHJ;Privatquartiere;40;282
2021;2 ;Kärnten-Mitte;2020/21;WHJ;Sonstige inkl. Camping;668;14381
2021;2 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Gew. Betr. 2/1*;40;142
2021;2 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Gew. Betr. 3*;176;680
2021;2 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;29;95
2021;2 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Gew. FEWO;20;155
2021;2 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Priv. FEWO;30;275
2021;2 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Privatquartiere;5;13
2021;2 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Sonstige inkl. Camping;149;2123
2021;2 ;Region Klagenfurt;2020/21;WHJ;Gew. Betr. 2/1*;213;612
2021;2 ;Region Klagenfurt;2020/21;WHJ;Gew. Betr. 3*;1215;2315
2021;2 ;Region Klagenfurt;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;1643;2571
2021;2 ;Region Klagenfurt;2020/21;WHJ;Gew. FEWO;3;214
2021;2 ;Region Klagenfurt;2020/21;WHJ;Priv. FEWO;37;524
2021;2 ;Region Klagenfurt;2020/21;WHJ;Privatquartiere;111;642
2021;2 ;Region Klagenfurt;2020/21;WHJ;Sonstige inkl. Camping;233;632
2021;2 ;Region Villach;2020/21;WHJ;Gew. Betr. 2/1*;391;2917
2021;2 ;Region Villach;2020/21;WHJ;Gew. Betr. 3*;1200;4751
2021;2 ;Region Villach;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;2110;10439
2021;2 ;Region Villach;2020/21;WHJ;Gew. FEWO;141;1985
2021;2 ;Region Villach;2020/21;WHJ;Priv. FEWO;227;3455
2021;2 ;Region Villach;2020/21;WHJ;Privatquartiere;119;434
2021;2 ;Region Villach;2020/21;WHJ;Sonstige inkl. Camping;780;8464
2021;2 ;Wörthersee/Rosental;2020/21;WHJ;Gew. Betr. 2/1*;232;543
2021;2 ;Wörthersee/Rosental;2020/21;WHJ;Gew. Betr. 3*;223;1957
2021;2 ;Wörthersee/Rosental;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;438;2116
2021;2 ;Wörthersee/Rosental;2020/21;WHJ;Gew. FEWO;21;479
2021;2 ;Wörthersee/Rosental;2020/21;WHJ;Priv. FEWO;110;1522
2021;2 ;Wörthersee/Rosental;2020/21;WHJ;Privatquartiere;0;56
2021;2 ;Wörthersee/Rosental;2020/21;WHJ;Sonstige inkl. Camping;16;193
2021;3 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Gew. Betr. 2/1*;36;462
2021;3 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Gew. Betr. 3*;575;1936
2021;3 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;221;472
2021;3 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Gew. FEWO;61;227
2021;3 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Priv. FEWO;69;953
2021;3 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Privatquartiere;80;394
2021;3 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Sonstige inkl. Camping;9;111
2021;3 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Gew. Betr. 2/1*;16;239
2021;3 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Gew. Betr. 3*;478;1516
2021;3 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Gew. FEWO;62;318
2021;3 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Priv. FEWO;25;280
2021;3 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Privatquartiere;34;147
2021;3 ;Hohe Tauern – die Nationalpark Region in Kärnten;2020/21;WHJ;Sonstige inkl. Camping;41;404
2021;3 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Gew. Betr. 2/1*;31;174
2021;3 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Gew. Betr. 3*;86;347
2021;3 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Gew. FEWO;2;6
2021;3 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Priv. FEWO;5;63
2021;3 ;Katschberg/Lieser- und Maltatal;2020/21;WHJ;Privatquartiere;20;54
2021;3 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Gew. Betr. 2/1*;569;2548
2021;3 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Gew. Betr. 3*;977;3809
2021;3 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;957;9420
2021;3 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Gew. FEWO;35;350
2021;3 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Priv. FEWO;106;1708
2021;3 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Privatquartiere;149;1995
2021;3 ;Klopeiner See – Südkärnten/Lavanttal;2020/21;WHJ;Sonstige inkl. Camping;186;3999
2021;3 ;Kärnten-Mitte;2020/21;WHJ;Gew. Betr. 2/1*;35;116
2021;3 ;Kärnten-Mitte;2020/21;WHJ;Gew. Betr. 3*;214;859
2021;3 ;Kärnten-Mitte;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;292;2077
2021;3 ;Kärnten-Mitte;2020/21;WHJ;Gew. FEWO;46;213
2021;3 ;Kärnten-Mitte;2020/21;WHJ;Priv. FEWO;112;1152
2021;3 ;Kärnten-Mitte;2020/21;WHJ;Privatquartiere;56;461
2021;3 ;Kärnten-Mitte;2020/21;WHJ;Sonstige inkl. Camping;781;16362
2021;3 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Gew. Betr. 2/1*;18;87
2021;3 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Gew. Betr. 3*;130;836
2021;3 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;62;373
2021;3 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Gew. FEWO;20;63
2021;3 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Priv. FEWO;34;475
2021;3 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Privatquartiere;14;21
2021;3 ;Nassfeld – Pressegger See/Lesachtal/Weissensee;2020/21;WHJ;Sonstige inkl. Camping;149;2018
2021;3 ;Region Klagenfurt;2020/21;WHJ;Gew. Betr. 2/1*;313;919
2021;3 ;Region Klagenfurt;2020/21;WHJ;Gew. Betr. 3*;1452;2710
2021;3 ;Region Klagenfurt;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;1846;2799
2021;3 ;Region Klagenfurt;2020/21;WHJ;Gew. FEWO;90;280
2021;3 ;Region Klagenfurt;2020/21;WHJ;Priv. FEWO;36;165
2021;3 ;Region Klagenfurt;2020/21;WHJ;Privatquartiere;103;543
2021;3 ;Region Klagenfurt;2020/21;WHJ;Sonstige inkl. Camping;370;1114
2021;3 ;Region Villach;2020/21;WHJ;Gew. Betr. 2/1*;503;3945
2021;3 ;Region Villach;2020/21;WHJ;Gew. Betr. 3*;1529;6518
2021;3 ;Region Villach;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;2397;10406
2021;3 ;Region Villach;2020/21;WHJ;Gew. FEWO;147;3382
2021;3 ;Region Villach;2020/21;WHJ;Priv. FEWO;182;3947
2021;3 ;Region Villach;2020/21;WHJ;Privatquartiere;122;548
2021;3 ;Region Villach;2020/21;WHJ;Sonstige inkl. Camping;896;11000
2021;3 ;Wörthersee/Rosental;2020/21;WHJ;Gew. Betr. 2/1*;325;814
2021;3 ;Wörthersee/Rosental;2020/21;WHJ;Gew. Betr. 3*;459;2366
2021;3 ;Wörthersee/Rosental;2020/21;WHJ;Gew. Betr. 5*/4*/4* S;761;3445
2021;3 ;Wörthersee/Rosental;2020/21;WHJ;Gew. FEWO;34;600
2021;3 ;Wörthersee/Rosental;2020/21;WHJ;Priv. FEWO;124;1611
2021;3 ;Wörthersee/Rosental;2020/21;WHJ;Privatquartiere;29;157
2021;3 ;Wörthersee/Rosental;2020/21;WHJ;Sonstige inkl. Camping;136;148
2021;4 ;Bad Kleinkirchheim/Millstätter See/Nockberge;2020/21;WHJ;Gew. Betr. 2/1*;39;449
