jahr;monat;tourismusjahr;tourismushalbjahr;tourismusregion;ankuenfte;uebernachtungen
2024;4 ;2023/24;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;3982;25011
2024;4 ;2023/24;WHJ;Region Klagenfurt;17576;33849
2024;4 ;2023/24;WHJ;Region Villach;26507;76994
2024;4 ;2023/24;WHJ;Wörthersee/Rosental;19124;42057
2024;5 ;2023/24;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;43026;143541
2024;5 ;2023/24;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;15462;46743
2024;5 ;2023/24;SHJ;Katschberg/Lieser- und Maltatal;11804;37865
2024;5 ;2023/24;SHJ;Klopeiner See – Südkärnten/Lavanttal;24256;148721
2024;5 ;2023/24;SHJ;Kärnten-Mitte;8215;40163
2024;5 ;2023/24;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;23724;89752
2024;5 ;2023/24;SHJ;Region Klagenfurt;21996;42587
2024;5 ;2023/24;SHJ;Region Villach;62750;179152
2024;5 ;2023/24;SHJ;Wörthersee/Rosental;45639;137164
2024;6 ;2023/24;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;65689;242430
2024;6 ;2023/24;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;28583;83405
2024;6 ;2023/24;SHJ;Katschberg/Lieser- und Maltatal;16495;55571
2024;6 ;2023/24;SHJ;Klopeiner See – Südkärnten/Lavanttal;33141;202691
2024;6 ;2023/24;SHJ;Kärnten-Mitte;9798;45586
2024;6 ;2023/24;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;38227;167788
2024;6 ;2023/24;SHJ;Region Klagenfurt;24331;58937
2024;6 ;2023/24;SHJ;Region Villach;90946;299086
2024;6 ;2023/24;SHJ;Wörthersee/Rosental;65499;234517
2024;7 ;2023/24;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;98628;444683
2024;7 ;2023/24;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;56235;199293
2024;7 ;2023/24;SHJ;Katschberg/Lieser- und Maltatal;28856;114835
2024;7 ;2023/24;SHJ;Klopeiner See – Südkärnten/Lavanttal;54261;322284
2024;7 ;2023/24;SHJ;Kärnten-Mitte;13972;71711
2024;7 ;2023/24;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;70058;379504
2024;7 ;2023/24;SHJ;Region Klagenfurt;35943;82337
2024;7 ;2023/24;SHJ;Region Villach;145849;590984
2024;7 ;2023/24;SHJ;Wörthersee/Rosental;101511;425660
2024;8 ;2023/24;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;106544;502544
2024;8 ;2023/24;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;63166;233416
2024;8 ;2023/24;SHJ;Katschberg/Lieser- und Maltatal;32469;133068
2024;8 ;2023/24;SHJ;Klopeiner See – Südkärnten/Lavanttal;55355;335211
2024;8 ;2023/24;SHJ;Kärnten-Mitte;14488;74550
2024;8 ;2023/24;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;82092;450801
2024;8 ;2023/24;SHJ;Region Klagenfurt;35779;90581
2024;8 ;2023/24;SHJ;Region Villach;158127;664706
2024;8 ;2023/24;SHJ;Wörthersee/Rosental;106742;453303
2024;9 ;2023/24;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;51701;197708
2024;9 ;2023/24;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;19406;66993
2024;9 ;2023/24;SHJ;Katschberg/Lieser- und Maltatal;15039;51367
2024;9 ;2023/24;SHJ;Klopeiner See – Südkärnten/Lavanttal;22547;160832
2024;9 ;2023/24;SHJ;Kärnten-Mitte;8444;41519
2024;9 ;2023/24;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;30386;147056
2024;9 ;2023/24;SHJ;Region Klagenfurt;20189;44040
2024;9 ;2023/24;SHJ;Region Villach;78675;275618
2024;9 ;2023/24;SHJ;Wörthersee/Rosental;46969;174811
2025;1 ;2024/25;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;45274;203903
2025;1 ;2024/25;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;16738;89155
2025;1 ;2024/25;WHJ;Katschberg/Lieser- und Maltatal;14380;66562
2025;1 ;2024/25;WHJ;Klopeiner See – Südkärnten/Lavanttal;7554;38153
2025;1 ;2024/25;WHJ;Kärnten-Mitte;4258;27643
2025;1 ;2024/25;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;56211;273597
2025;1 ;2024/25;WHJ;Region Klagenfurt;10423;19525
2025;1 ;2024/25;WHJ;Region Villach;31486;117092
2025;1 ;2024/25;WHJ;Wörthersee/Rosental;6299;16762
2025;2 ;2024/25;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;51443;235883
2025;2 ;2024/25;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;23790;118933
2025;2 ;2024/25;WHJ;Katschberg/Lieser- und Maltatal;16558;76621
2025;2 ;2024/25;WHJ;Klopeiner See – Südkärnten/Lavanttal;8840;42298
2025;2 ;2024/25;WHJ;Kärnten-Mitte;3883;26743
2025;2 ;2024/25;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;59716;296348
2025;2 ;2024/25;WHJ;Region Klagenfurt;9600;18004
2025;2 ;2024/25;WHJ;Region Villach;31171;118004
2025;2 ;2024/25;WHJ;Wörthersee/Rosental;5739;14107
2025;3 ;2024/25;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;24280;100970
2025;3 ;2024/25;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;15079;67430
2025;3 ;2024/25;WHJ;Katschberg/Lieser- und Maltatal;10266;42977
2025;3 ;2024/25;WHJ;Klopeiner See – Südkärnten/Lavanttal;7245;35039
2025;3 ;2024/25;WHJ;Kärnten-Mitte;4612;28239
2025;3 ;2024/25;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;28040;134497
2025;3 ;2024/25;WHJ;Region Klagenfurt;13826;24955
2025;3 ;2024/25;WHJ;Region Villach;24636;83491
2025;3 ;2024/25;WHJ;Wörthersee/Rosental;8320;18988
2025;4 ;2024/25;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;15973;51394
2025;4 ;2024/25;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;8094;30560
2025;4 ;2024/25;WHJ;Katschberg/Lieser- und Maltatal;2046;6579
2025;4 ;2024/25;WHJ;Klopeiner See – Südkärnten/Lavanttal;10042;40362
2025;4 ;2024/25;WHJ;Kärnten-Mitte;5611;31452
2025;4 ;2024/25;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;7406;33296
2025;4 ;2024/25;WHJ;Region Klagenfurt;17413;33553
2025;4 ;2024/25;WHJ;Region Villach;31555;87955
2025;4 ;2024/25;WHJ;Wörthersee/Rosental;19904;50022
