jahr;monat;tourismusjahr;tourismushalbjahr;tourismusregion;ankuenfte;uebernachtungen
2007;1 ;2006/07;WHJ;Region Villach;27981;134943
2007;1 ;2006/07;WHJ;Wörthersee/Rosental;5978;23961
2007;10;2006/07;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;20055;88090
2007;10;2006/07;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;7815;27954
2007;10;2006/07;SHJ;Katschberg/Lieser- und Maltatal;7048;28927
2007;10;2006/07;SHJ;Klopeiner See – Südkärnten/Lavanttal;8859;38507
2007;10;2006/07;SHJ;Kärnten-Mitte;5666;25848
2007;10;2006/07;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;9036;41114
2007;10;2006/07;SHJ;Region Klagenfurt;12912;22860
2007;10;2006/07;SHJ;Region Villach;23989;74498
2007;10;2006/07;SHJ;Wörthersee/Rosental;14255;41241
2007;11;2007/08;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;9712;27031
2007;11;2007/08;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;7249;21739
2007;11;2007/08;WHJ;Katschberg/Lieser- und Maltatal;950;3459
2007;11;2007/08;WHJ;Klopeiner See – Südkärnten/Lavanttal;6629;25236
2007;11;2007/08;WHJ;Kärnten-Mitte;3617;18459
2007;11;2007/08;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;3707;13083
2007;11;2007/08;WHJ;Region Klagenfurt;12012;21204
2007;11;2007/08;WHJ;Region Villach;13134;41956
2007;11;2007/08;WHJ;Wörthersee/Rosental;7014;18400
2007;12;2007/08;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;27473;113966
2007;12;2007/08;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;16268;71116
2007;12;2007/08;WHJ;Katschberg/Lieser- und Maltatal;10949;46417
2007;12;2007/08;WHJ;Klopeiner See – Südkärnten/Lavanttal;8220;33316
2007;12;2007/08;WHJ;Kärnten-Mitte;4040;21938
2007;12;2007/08;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;25300;107016
2007;12;2007/08;WHJ;Region Klagenfurt;10794;18429
2007;12;2007/08;WHJ;Region Villach;26614;88827
2007;12;2007/08;WHJ;Wörthersee/Rosental;10802;25457
2007;2 ;2006/07;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;46477;253511
2007;2 ;2006/07;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;25702;139387
2007;2 ;2006/07;WHJ;Katschberg/Lieser- und Maltatal;15650;87552
2007;2 ;2006/07;WHJ;Klopeiner See – Südkärnten/Lavanttal;11427;52240
2007;2 ;2006/07;WHJ;Kärnten-Mitte;3982;22886
2007;2 ;2006/07;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;50573;277416
2007;2 ;2006/07;WHJ;Region Klagenfurt;8436;15230
2007;2 ;2006/07;WHJ;Region Villach;34049;162274
2007;2 ;2006/07;WHJ;Wörthersee/Rosental;7230;25314
2007;3 ;2006/07;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;33102;165364
2007;3 ;2006/07;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;23135;101165
2007;3 ;2006/07;WHJ;Katschberg/Lieser- und Maltatal;14977;70571
2007;3 ;2006/07;WHJ;Klopeiner See – Südkärnten/Lavanttal;8788;34604
2007;3 ;2006/07;WHJ;Kärnten-Mitte;3169;17734
2007;3 ;2006/07;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;31539;164097
2007;3 ;2006/07;WHJ;Region Klagenfurt;11376;20027
2007;3 ;2006/07;WHJ;Region Villach;24526;97768
2007;3 ;2006/07;WHJ;Wörthersee/Rosental;8488;23572
2007;4 ;2006/07;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;16051;69352
2007;4 ;2006/07;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;11253;60332
2007;4 ;2006/07;WHJ;Katschberg/Lieser- und Maltatal;3916;27175
2007;4 ;2006/07;WHJ;Klopeiner See – Südkärnten/Lavanttal;12672;58764
2007;4 ;2006/07;WHJ;Kärnten-Mitte;4034;20512
2007;4 ;2006/07;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;10241;56675
2007;4 ;2006/07;WHJ;Region Klagenfurt;11603;20712
2007;4 ;2006/07;WHJ;Region Villach;21830;68688
2007;4 ;2006/07;WHJ;Wörthersee/Rosental;14736;39458
2007;5 ;2006/07;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;28517;113224
2007;5 ;2006/07;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;12764;47723
2007;5 ;2006/07;SHJ;Katschberg/Lieser- und Maltatal;6300;23623
2007;5 ;2006/07;SHJ;Klopeiner See – Südkärnten/Lavanttal;22867;88963
2007;5 ;2006/07;SHJ;Kärnten-Mitte;6996;29883
2007;5 ;2006/07;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;14577;60265
2007;5 ;2006/07;SHJ;Region Klagenfurt;15306;29629
2007;5 ;2006/07;SHJ;Region Villach;41932;150115
2007;5 ;2006/07;SHJ;Wörthersee/Rosental;53004;182002
2007;6 ;2006/07;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;53314;259560
2007;6 ;2006/07;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;25884;102938
2007;6 ;2006/07;SHJ;Katschberg/Lieser- und Maltatal;12298;54105
2007;6 ;2006/07;SHJ;Klopeiner See – Südkärnten/Lavanttal;34281;171419
2007;6 ;2006/07;SHJ;Kärnten-Mitte;9837;42615
2007;6 ;2006/07;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;30188;153299
2007;6 ;2006/07;SHJ;Region Klagenfurt;15907;31290
2007;6 ;2006/07;SHJ;Region Villach;62648;272042
2007;6 ;2006/07;SHJ;Wörthersee/Rosental;56416;248307
2007;7 ;2006/07;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;80047;510926
2007;7 ;2006/07;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;46342;212661
2007;7 ;2006/07;SHJ;Katschberg/Lieser- und Maltatal;21007;116609
2007;7 ;2006/07;SHJ;Klopeiner See – Südkärnten/Lavanttal;57677;335839
2007;7 ;2006/07;SHJ;Kärnten-Mitte;13037;77590
2007;7 ;2006/07;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;51170;351818
2007;7 ;2006/07;SHJ;Region Klagenfurt;20815;59777
2007;7 ;2006/07;SHJ;Region Villach;110676;616361
2007;7 ;2006/07;SHJ;Wörthersee/Rosental;90755;513811
2007;8 ;2006/07;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;77668;523020
2007;8 ;2006/07;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;41326;209243
2007;8 ;2006/07;SHJ;Katschberg/Lieser- und Maltatal;19494;120811
2007;8 ;2006/07;SHJ;Klopeiner See – Südkärnten/Lavanttal;54128;337195
2007;8 ;2006/07;SHJ;Kärnten-Mitte;11225;82333
2007;8 ;2006/07;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;49792;366215
2007;8 ;2006/07;SHJ;Region Klagenfurt;22729;59492
2007;8 ;2006/07;SHJ;Region Villach;92082;582764
2007;8 ;2006/07;SHJ;Wörthersee/Rosental;81308;484357
2007;9 ;2006/07;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;41105;219162
2007;9 ;2006/07;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;19762;80465
2007;9 ;2006/07;SHJ;Katschberg/Lieser- und Maltatal;11718;52096
2007;9 ;2006/07;SHJ;Klopeiner See – Südkärnten/Lavanttal;21595;111377
2007;9 ;2006/07;SHJ;Kärnten-Mitte;7275;38915
2007;9 ;2006/07;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;24617;140158
2007;9 ;2006/07;SHJ;Region Klagenfurt;15811;31041
2007;9 ;2006/07;SHJ;Region Villach;61657;243299
2007;9 ;2006/07;SHJ;Wörthersee/Rosental;39201;168759
2008;1 ;2007/08;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;37409;212003
2008;1 ;2007/08;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;18746;112568
2008;1 ;2007/08;WHJ;Katschberg/Lieser- und Maltatal;14195;83768
2008;1 ;2007/08;WHJ;Klopeiner See – Südkärnten/Lavanttal;9558;46191
2008;1 ;2007/08;WHJ;Kärnten-Mitte;3698;24359
2008;1 ;2007/08;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;38775;223744
2008;1 ;2007/08;WHJ;Region Klagenfurt;9425;17583
2008;1 ;2007/08;WHJ;Region Villach;30448;138810
2008;1 ;2007/08;WHJ;Wörthersee/Rosental;5934;20625
2008;10;2007/08;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;20197;79571
2008;10;2007/08;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;8632;31439
2008;10;2007/08;SHJ;Katschberg/Lieser- und Maltatal;7744;30057
2008;10;2007/08;SHJ;Klopeiner See – Südkärnten/Lavanttal;9837;39842
2008;10;2007/08;SHJ;Kärnten-Mitte;6294;25329
2008;10;2007/08;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;9109;40444
2008;10;2007/08;SHJ;Region Klagenfurt;13339;24681
2008;10;2007/08;SHJ;Region Villach;25351;77373
2008;10;2007/08;SHJ;Wörthersee/Rosental;14172;44010
2008;11;2008/09;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;9900;28873
2008;11;2008/09;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;6760;20574
2008;11;2008/09;WHJ;Katschberg/Lieser- und Maltatal;412;1380
2008;11;2008/09;WHJ;Klopeiner See – Südkärnten/Lavanttal;4484;20268
2008;11;2008/09;WHJ;Kärnten-Mitte;3876;18650
2008;11;2008/09;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;3627;13118
2008;11;2008/09;WHJ;Region Klagenfurt;10895;18809
2008;11;2008/09;WHJ;Region Villach;12561;39479
2008;11;2008/09;WHJ;Wörthersee/Rosental;5817;15172
2008;12;2008/09;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;29233;127921
2008;12;2008/09;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;17497;81153
2008;12;2008/09;WHJ;Katschberg/Lieser- und Maltatal;12986;58954
2008;12;2008/09;WHJ;Klopeiner See – Südkärnten/Lavanttal;7282;33726
2008;12;2008/09;WHJ;Kärnten-Mitte;3963;23682
2008;12;2008/09;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;31934;130626
2008;12;2008/09;WHJ;Region Klagenfurt;10847;17597
2008;12;2008/09;WHJ;Region Villach;25553;87982
2008;12;2008/09;WHJ;Wörthersee/Rosental;9450;24023
2008;2 ;2007/08;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;47283;261703
2008;2 ;2007/08;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;28492;154547
2008;2 ;2007/08;WHJ;Katschberg/Lieser- und Maltatal;16496;93655
2008;2 ;2007/08;WHJ;Klopeiner See – Südkärnten/Lavanttal;10256;52217
2008;2 ;2007/08;WHJ;Kärnten-Mitte;4430;25401
2008;2 ;2007/08;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;48213;269495
2008;2 ;2007/08;WHJ;Region Klagenfurt;9234;17161
2008;2 ;2007/08;WHJ;Region Villach;35139;161260
2008;2 ;2007/08;WHJ;Wörthersee/Rosental;7635;24194
2008;3 ;2007/08;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;39387;208130
2008;3 ;2007/08;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;27349;138765
2008;3 ;2007/08;WHJ;Katschberg/Lieser- und Maltatal;15157;83886
2008;3 ;2007/08;WHJ;Klopeiner See – Südkärnten/Lavanttal;10706;50143
2008;3 ;2007/08;WHJ;Kärnten-Mitte;3840;20018
2008;3 ;2007/08;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;32010;165810
2008;3 ;2007/08;WHJ;Region Klagenfurt;10478;19327
2008;3 ;2007/08;WHJ;Region Villach;25247;104806
2008;3 ;2007/08;WHJ;Wörthersee/Rosental;8890;25185
2008;4 ;2007/08;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;9514;29412
2008;4 ;2007/08;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;7476;29613
2008;4 ;2007/08;WHJ;Katschberg/Lieser- und Maltatal;1483;9008
2008;4 ;2007/08;WHJ;Klopeiner See – Südkärnten/Lavanttal;8896;47750
2008;4 ;2007/08;WHJ;Kärnten-Mitte;4356;19471
2008;4 ;2007/08;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;5068;22626
2008;4 ;2007/08;WHJ;Region Klagenfurt;14094;25420
2008;4 ;2007/08;WHJ;Region Villach;19315;54086
2008;4 ;2007/08;WHJ;Wörthersee/Rosental;13349;35045
2008;5 ;2007/08;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;35066;144440
2008;5 ;2007/08;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;13356;48513
2008;5 ;2007/08;SHJ;Katschberg/Lieser- und Maltatal;7360;30079
2008;5 ;2007/08;SHJ;Klopeiner See – Südkärnten/Lavanttal;23705;95964
2008;5 ;2007/08;SHJ;Kärnten-Mitte;7050;30944
2008;5 ;2007/08;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;19343;77749
2008;5 ;2007/08;SHJ;Region Klagenfurt;16984;33580
2008;5 ;2007/08;SHJ;Region Villach;48060;166735
2008;5 ;2007/08;SHJ;Wörthersee/Rosental;54924;187264
2008;6 ;2007/08;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;50225;236989
2008;6 ;2007/08;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;23711;91517
2008;6 ;2007/08;SHJ;Katschberg/Lieser- und Maltatal;10906;44529
2008;6 ;2007/08;SHJ;Klopeiner See – Südkärnten/Lavanttal;32505;163450
2008;6 ;2007/08;SHJ;Kärnten-Mitte;8745;37822
2008;6 ;2007/08;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;28779;138349
2008;6 ;2007/08;SHJ;Region Klagenfurt;21568;48601
2008;6 ;2007/08;SHJ;Region Villach;64579;274487
2008;6 ;2007/08;SHJ;Wörthersee/Rosental;59957;245603
2008;7 ;2007/08;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;80162;550857
2008;7 ;2007/08;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;41769;221241
2008;7 ;2007/08;SHJ;Katschberg/Lieser- und Maltatal;18967;106145
2008;7 ;2007/08;SHJ;Klopeiner See – Südkärnten/Lavanttal;54393;349266
2008;7 ;2007/08;SHJ;Kärnten-Mitte;12161;77157
2008;7 ;2007/08;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;50412;371312
2008;7 ;2007/08;SHJ;Region Klagenfurt;23044;64780
2008;7 ;2007/08;SHJ;Region Villach;106248;656622
2008;7 ;2007/08;SHJ;Wörthersee/Rosental;96056;526367
2008;8 ;2007/08;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;82939;513065
2008;8 ;2007/08;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;43188;202980
2008;8 ;2007/08;SHJ;Katschberg/Lieser- und Maltatal;19604;107115
2008;8 ;2007/08;SHJ;Klopeiner See – Südkärnten/Lavanttal;58643;344461
2008;8 ;2007/08;SHJ;Kärnten-Mitte;12431;77495
2008;8 ;2007/08;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;54410;355649
2008;8 ;2007/08;SHJ;Region Klagenfurt;25168;66723
2008;8 ;2007/08;SHJ;Region Villach;101421;570491
2008;8 ;2007/08;SHJ;Wörthersee/Rosental;89191;477232
2008;9 ;2007/08;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;40307;213915
2008;9 ;2007/08;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;18234;76723
2008;9 ;2007/08;SHJ;Katschberg/Lieser- und Maltatal;10460;48563
2008;9 ;2007/08;SHJ;Klopeiner See – Südkärnten/Lavanttal;19906;108125
2008;9 ;2007/08;SHJ;Kärnten-Mitte;7641;37433
2008;9 ;2007/08;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;23237;131643
2008;9 ;2007/08;SHJ;Region Klagenfurt;14958;30666
2008;9 ;2007/08;SHJ;Region Villach;59575;233572
2008;9 ;2007/08;SHJ;Wörthersee/Rosental;38022;168616
2009;1 ;2008/09;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;45829;225822
2009;1 ;2008/09;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;21118;110682
2009;1 ;2008/09;WHJ;Katschberg/Lieser- und Maltatal;16036;82223
2009;1 ;2008/09;WHJ;Klopeiner See – Südkärnten/Lavanttal;9328;47350
2009;1 ;2008/09;WHJ;Kärnten-Mitte;3697;25161
2009;1 ;2008/09;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;45252;231210
2009;1 ;2008/09;WHJ;Region Klagenfurt;8163;15364
2009;1 ;2008/09;WHJ;Region Villach;30869;134929
2009;1 ;2008/09;WHJ;Wörthersee/Rosental;7062;22367
2009;10;2008/09;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;19968;75684
2009;10;2008/09;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;7512;25469
2009;10;2008/09;SHJ;Katschberg/Lieser- und Maltatal;7849;31671
2009;10;2008/09;SHJ;Klopeiner See – Südkärnten/Lavanttal;10297;42735
2009;10;2008/09;SHJ;Kärnten-Mitte;6690;27989
2009;10;2008/09;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;8433;35560
2009;10;2008/09;SHJ;Region Klagenfurt;12911;23517
2009;10;2008/09;SHJ;Region Villach;25099;87560
2009;10;2008/09;SHJ;Wörthersee/Rosental;13739;40634
2009;11;2009/10;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;7413;19878
2009;11;2009/10;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;6722;19875
2009;11;2009/10;WHJ;Katschberg/Lieser- und Maltatal;274;929
2009;11;2009/10;WHJ;Klopeiner See – Südkärnten/Lavanttal;5062;24703
2009;11;2009/10;WHJ;Kärnten-Mitte;3464;16473
2009;11;2009/10;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;3982;12453
2009;11;2009/10;WHJ;Region Klagenfurt;12332;19938
2009;11;2009/10;WHJ;Region Villach;13165;41959
2009;11;2009/10;WHJ;Wörthersee/Rosental;6286;16518
2009;12;2009/10;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;27564;122572
2009;12;2009/10;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;17614;78638
2009;12;2009/10;WHJ;Katschberg/Lieser- und Maltatal;12109;56047
2009;12;2009/10;WHJ;Klopeiner See – Südkärnten/Lavanttal;7064;35432
2009;12;2009/10;WHJ;Kärnten-Mitte;4035;21639
2009;12;2009/10;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;27497;117888
2009;12;2009/10;WHJ;Region Klagenfurt;10755;18531
2009;12;2009/10;WHJ;Region Villach;25003;83540
2009;12;2009/10;WHJ;Wörthersee/Rosental;8992;20551
2009;2 ;2008/09;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;45250;258962
2009;2 ;2008/09;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;23616;139782
2009;2 ;2008/09;WHJ;Katschberg/Lieser- und Maltatal;15149;85820
2009;2 ;2008/09;WHJ;Klopeiner See – Südkärnten/Lavanttal;8728;45577
2009;2 ;2008/09;WHJ;Kärnten-Mitte;4451;23432
2009;2 ;2008/09;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;44938;253416
2009;2 ;2008/09;WHJ;Region Klagenfurt;8464;16106
2009;2 ;2008/09;WHJ;Region Villach;33147;150507
2009;2 ;2008/09;WHJ;Wörthersee/Rosental;6377;19001
2009;3 ;2008/09;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;30675;168110
2009;3 ;2008/09;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;16719;87830
2009;3 ;2008/09;WHJ;Katschberg/Lieser- und Maltatal;10933;59394
2009;3 ;2008/09;WHJ;Klopeiner See – Südkärnten/Lavanttal;7873;36072
2009;3 ;2008/09;WHJ;Kärnten-Mitte;4268;20416
2009;3 ;2008/09;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;26844;141390
2009;3 ;2008/09;WHJ;Region Klagenfurt;10790;20025
2009;3 ;2008/09;WHJ;Region Villach;22310;84860
2009;3 ;2008/09;WHJ;Wörthersee/Rosental;7180;16293
2009;4 ;2008/09;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;17231;69239
2009;4 ;2008/09;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;13717;65333
2009;4 ;2008/09;WHJ;Katschberg/Lieser- und Maltatal;6047;33976
2009;4 ;2008/09;WHJ;Klopeiner See – Südkärnten/Lavanttal;10314;39422
2009;4 ;2008/09;WHJ;Kärnten-Mitte;5564;22769
2009;4 ;2008/09;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;10989;54687
2009;4 ;2008/09;WHJ;Region Klagenfurt;10905;19913
2009;4 ;2008/09;WHJ;Region Villach;20885;67356
2009;4 ;2008/09;WHJ;Wörthersee/Rosental;13543;35097
2009;5 ;2008/09;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;30401;111566
2009;5 ;2008/09;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;12380;42706
2009;5 ;2008/09;SHJ;Katschberg/Lieser- und Maltatal;6083;19479
2009;5 ;2008/09;SHJ;Klopeiner See – Südkärnten/Lavanttal;22799;89751
2009;5 ;2008/09;SHJ;Kärnten-Mitte;8341;29883
2009;5 ;2008/09;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;18276;65081
2009;5 ;2008/09;SHJ;Region Klagenfurt;15803;29933
2009;5 ;2008/09;SHJ;Region Villach;46609;160696
2009;5 ;2008/09;SHJ;Wörthersee/Rosental;53412;172048
2009;6 ;2008/09;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;45729;222763
2009;6 ;2008/09;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;23214;91425
2009;6 ;2008/09;SHJ;Katschberg/Lieser- und Maltatal;13664;57814
2009;6 ;2008/09;SHJ;Klopeiner See – Südkärnten/Lavanttal;35398;167367
2009;6 ;2008/09;SHJ;Kärnten-Mitte;8965;38950
2009;6 ;2008/09;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;30391;150349
2009;6 ;2008/09;SHJ;Region Klagenfurt;15995;31333
2009;6 ;2008/09;SHJ;Region Villach;61992;267509
2009;6 ;2008/09;SHJ;Wörthersee/Rosental;50215;218805
2009;7 ;2008/09;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;75934;484587
2009;7 ;2008/09;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;41144;205748
2009;7 ;2008/09;SHJ;Katschberg/Lieser- und Maltatal;20893;108041
2009;7 ;2008/09;SHJ;Klopeiner See – Südkärnten/Lavanttal;55313;320752
2009;7 ;2008/09;SHJ;Kärnten-Mitte;12147;75145
2009;7 ;2008/09;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;51930;344532
2009;7 ;2008/09;SHJ;Region Klagenfurt;24083;64741
2009;7 ;2008/09;SHJ;Region Villach;104642;612186
2009;7 ;2008/09;SHJ;Wörthersee/Rosental;87995;477274
2009;8 ;2008/09;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;86553;545855
2009;8 ;2008/09;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;45768;219943
2009;8 ;2008/09;SHJ;Katschberg/Lieser- und Maltatal;22399;123000
2009;8 ;2008/09;SHJ;Klopeiner See – Südkärnten/Lavanttal;64547;363269
2009;8 ;2008/09;SHJ;Kärnten-Mitte;12776;80686
2009;8 ;2008/09;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;60416;395577
2009;8 ;2008/09;SHJ;Region Klagenfurt;25395;64642
2009;8 ;2008/09;SHJ;Region Villach;107143;619964
2009;8 ;2008/09;SHJ;Wörthersee/Rosental;92706;488843
2009;9 ;2008/09;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;38984;217878
2009;9 ;2008/09;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;20205;80594
2009;9 ;2008/09;SHJ;Katschberg/Lieser- und Maltatal;11636;53541
2009;9 ;2008/09;SHJ;Klopeiner See – Südkärnten/Lavanttal;22910;123706
2009;9 ;2008/09;SHJ;Kärnten-Mitte;8361;39191
2009;9 ;2008/09;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;23113;136611
2009;9 ;2008/09;SHJ;Region Klagenfurt;16267;33491
2009;9 ;2008/09;SHJ;Region Villach;62006;255035
2009;9 ;2008/09;SHJ;Wörthersee/Rosental;41358;175325
2010;1 ;2009/10;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;42604;207297
2010;1 ;2009/10;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;19744;100314
2010;1 ;2009/10;WHJ;Katschberg/Lieser- und Maltatal;17395;81887
2010;1 ;2009/10;WHJ;Klopeiner See – Südkärnten/Lavanttal;12171;59099
2010;1 ;2009/10;WHJ;Kärnten-Mitte;3694;23935
2010;1 ;2009/10;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;45195;222967
2010;1 ;2009/10;WHJ;Region Klagenfurt;9562;17755
2010;1 ;2009/10;WHJ;Region Villach;29701;125717
2010;1 ;2009/10;WHJ;Wörthersee/Rosental;5496;19316
2010;10;2009/10;SHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;19669;73547
2010;10;2009/10;SHJ;Hohe Tauern – die Nationalpark Region in Kärnten;9005;30853
2010;10;2009/10;SHJ;Katschberg/Lieser- und Maltatal;7752;28083
2010;10;2009/10;SHJ;Klopeiner See – Südkärnten/Lavanttal;8361;35489
2010;10;2009/10;SHJ;Kärnten-Mitte;6086;24467
2010;10;2009/10;SHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;9460;35183
2010;10;2009/10;SHJ;Region Klagenfurt;13718;23213
2010;10;2009/10;SHJ;Region Villach;28353;85274
2010;10;2009/10;SHJ;Wörthersee/Rosental;14256;42669
2010;11;2010/11;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;7037;19979
2010;11;2010/11;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;6585;20373
2010;11;2010/11;WHJ;Katschberg/Lieser- und Maltatal;245;692
2010;11;2010/11;WHJ;Klopeiner See – Südkärnten/Lavanttal;5663;22892
2010;11;2010/11;WHJ;Kärnten-Mitte;4546;19330
2010;11;2010/11;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;3682;11848
2010;11;2010/11;WHJ;Region Klagenfurt;13056;22803
2010;11;2010/11;WHJ;Region Villach;13230;41608
2010;11;2010/11;WHJ;Wörthersee/Rosental;6502;14496
2010;12;2010/11;WHJ;Bad Kleinkirchheim/Millstätter See/Nockberge;23897;101318
2010;12;2010/11;WHJ;Hohe Tauern – die Nationalpark Region in Kärnten;13223;58673
2010;12;2010/11;WHJ;Katschberg/Lieser- und Maltatal;10906;49998
2010;12;2010/11;WHJ;Klopeiner See – Südkärnten/Lavanttal;6895;30305
2010;12;2010/11;WHJ;Kärnten-Mitte;4170;21437
2010;12;2010/11;WHJ;Nassfeld – Pressegger See/Lesachtal/Weissensee;28068;114145
